,customer,weight,round,length
0,[35],[15],0,33.8146687494
1,[35],[15],1,33.8146687494
2,[35],[15],2,33.8146687494
3,[35],[15],3,33.8146687494
4,[35],[15],4,33.8146687494
5,[35],[15],5,33.8146687494
6,[35],[15],6,33.8146687494
7,"[35, 92]","[7, 8]",7,228.824482946
8,[92],[15],8,195.0098141966
9,[92],[15],9,195.0098141966
10,[92],[15],10,195.0098141966
11,[92],[15],11,195.0098141966
12,"[92, 181]","[14, 1]",12,450.4293381193
13,"[157, 99, 146, 23, 178, 106, 132]","[1, 1, 2, 2, 1, 2, 1]",13,3406.015792776
